Rank,Year,Movie,Distributor,Domestic Box Office,International Box Office,Worldwide Box Office
308,1987,3 Men and a Baby,Walt Disney,"$167,780,960",,"$167,780,960"
309,2014,Gone Girl,20th Cent…,"$167,767,189","$200,800,000","$368,567,189"
310,2018,Hotel Transylvania 3: Summer Vacation,Sony Pict…,"$167,500,092","$359,560,906","$527,060,998"
311,2006,Casino Royale,Sony Pict…,"$167,365,000","$427,055,283","$594,420,283"
312,2000,Meet the Parents,Universal,"$166,225,040","$164,200,000","$330,425,040"
313,2015,Fifty Shades of Grey,Universal,"$166,167,230","$404,830,871","$570,998,101"
314,2009,2012,Sony Pict…,"$166,112,167","$591,565,581","$757,677,748"
315,1991,Robin Hood: Prince of Thieves,Warner Bros.,"$165,493,908","$225,006,092","$390,500,000"
316,2011,Kung Fu Panda 2,Paramount…,"$165,249,063","$499,588,484","$664,837,547"
317,2001,Hannibal,MGM,"$165,092,266","$185,008,014","$350,100,280"
318,2002,Catch Me if You Can,Dreamwork…,"$164,606,800","$191,005,491","$355,612,291"
319,2009,The Proposal,Walt Disney,"$163,958,031","$150,751,686","$314,709,717"
320,1999,Big Daddy,Sony Pict…,"$163,479,795","$65,161,488","$228,641,283"
321,2010,Clash of the Titans,Warner Bros.,"$163,214,888","$330,000,000","$493,214,888"
322,1965,The Sound of Music,20th Cent…,"$163,214,286","$123,000,000","$286,214,286"
323,2015,The SpongeBob Movie: Sponge Out of Water,Paramount…,"$162,994,032","$148,019,149","$311,013,181"
324,1992,Batman Returns,Warner Bros.,"$162,833,635","$103,990,656","$266,824,291"
325,2012,Django Unchained,Weinstein…,"$162,805,434","$287,036,132","$449,841,566"
326,1998,A Bug's Life,Walt Disney,"$162,798,565","$200,296,754","$363,095,319"
327,2006,The Pursuit of Happyness,Sony Pict…,"$162,586,036","$144,725,057","$307,311,093"
328,2016,Jason Bourne,Universal,"$162,192,920","$253,975,396","$416,168,316"
329,2010,Grown Ups,Sony Pict…,"$162,001,186","$110,222,244","$272,223,430"
330,1998,The Waterboy,Walt Disney,"$161,491,646","$28,700,000","$190,191,646"
331,2004,Shark Tale,Dreamwork…,"$161,412,000","$210,505,043","$371,917,043"
332,2012,Ice Age: Continental Drift,20th Cent…,"$161,321,843","$718,443,294","$879,765,137"
333,2015,Straight Outta Compton,Universal,"$161,197,785","$40,985,196","$202,182,981"
334,2002,Die Another Day,MGM,"$160,942,139","$271,000,000","$431,942,139"
335,2019,How to Train Your Dragon: The Hidden World,Universal,"$160,799,505","$361,551,819","$522,351,324"
336,1973,The Sting,Universal,"$159,616,327",,"$159,616,327"
337,2013,The Heat,20th Cent…,"$159,581,587","$70,146,187","$229,727,774"
338,2018,Fantastic Beasts: The Crimes of Grindelwald,Warner Bros.,"$159,555,901","$492,664,185","$652,220,086"
339,2018,Halloween,Universal,"$159,347,015","$96,143,163","$255,490,178"
340,2019,The Secret Life of Pets 2,Universal,"$158,874,395","$275,587,185","$434,461,580"
341,2016,Star Trek Beyond,Paramount…,"$158,848,340","$176,953,893","$335,802,233"
342,1993,The Firm,Paramount…,"$158,340,892","$112,000,000","$270,340,892"
343,2005,The Longest Yard,Paramount…,"$158,119,460","$33,439,045","$191,558,505"
344,2000,X-Men,20th Cent…,"$157,299,717","$139,572,650","$296,872,367"
345,2000,Scary Movie,Miramax/D…,"$157,019,771","$120,180,229","$277,200,000"
346,1987,Fatal Attraction,Paramount…,"$156,645,693","$163,454,307","$320,100,000"
347,2019,Knives Out,Lionsgate,"$156,115,144","$137,656,331","$293,771,475"
348,2000,What Lies Beneath,Dreamwork…,"$155,464,351","$133,229,638","$288,693,989"
349,2016,X-Men: Apocalypse,20th Cent…,"$155,442,489","$387,095,057","$542,537,546"
350,1999,The Mummy,Universal,"$155,385,488","$261,000,000","$416,385,488"
351,2015,San Andreas,Warner Bros.,"$155,190,832","$301,067,707","$456,258,539"
352,2012,Snow White and the Huntsman,Universal,"$155,136,755","$245,884,991","$401,021,746"
353,2009,Fast & Furious,Universal,"$155,064,265","$208,000,000","$363,064,265"
354,2006,Over the Hedge,Paramount…,"$155,019,340","$188,377,907","$343,397,247"
355,2005,Fantastic Four,20th Cent…,"$154,696,080","$178,436,670","$333,132,750"
356,2008,Horton Hears a Who,20th Cent…,"$154,529,439","$144,948,447","$299,477,886"
357,1988,Who Framed Roger Rabbit?,Walt Disney,"$154,112,492","$197,387,508","$351,500,000"
358,1996,Jerry Maguire,Sony Pict…,"$153,952,592","$119,600,000","$273,552,592"
359,2016,Trolls,20th Cent…,"$153,707,064","$190,443,070","$344,150,134"
360,1987,Beverly Hills Cop II,Paramount…,"$153,665,036","$123,000,000","$276,665,036"
361,2015,Mad Max: Fury Road,Warner Bros.,"$153,636,354","$216,461,666","$370,098,020"
362,2002,Scooby-Doo,Warner Bros.,"$153,294,164","$123,000,000","$276,294,164"
363,2020,Bad Boys For Life,Sony Pict…,"$153,182,175","$142,775,791","$295,957,966"
364,1961,101 Dalmatians,Walt Disney,"$153,000,000","$301,581","$153,301,581"
365,2017,Cars 3,Walt Disney,"$152,901,115","$230,640,254","$383,541,369"
366,2008,Sex and the City,Warner Bros.,"$152,647,258","$262,600,000","$415,247,258"
367,1999,Runaway Bride,Paramount…,"$152,257,509","$157,880,669","$310,138,178"
368,2016,La La Land,Lionsgate,"$151,101,803","$275,249,360","$426,351,163"
369,2014,Divergent,Lionsgate,"$150,947,895","$125,067,070","$276,014,965"
370,1985,Rambo: First Blood Part II,Sony/TriStar,"$150,415,432","$149,984,568","$300,400,000"
371,2013,We're the Millers,Warner Bros.,"$150,394,119","$117,422,157","$267,816,276"
372,2003,Terminator 3: Rise of the Machines,Warner Bros.,"$150,358,296","$282,700,000","$433,058,296"
373,2015,Daddy’s Home,Paramount…,"$150,357,137","$92,400,000","$242,757,137"
374,2009,G.I. Joe: The Rise of Cobra,Paramount…,"$150,201,498","$152,267,519","$302,469,017"
375,2013,American Hustle,Sony Pict…,"$150,098,456","$107,760,487","$257,858,943"
376,2014,Neighbors,Universal,"$150,086,800","$120,857,628","$270,944,428"
377,2011,Puss in Boots,Paramount…,"$149,260,504","$405,726,973","$554,987,477"
378,2012,Les Misérables,Universal,"$148,809,770","$292,190,782","$441,000,552"
379,2007,Knocked Up,Universal,"$148,761,765","$70,504,187","$219,265,952"
380,1997,As Good as it Gets,Sony Pict…,"$148,478,011","$165,633,912","$314,111,923"
381,2010,Little Fockers,Universal,"$148,438,600","$162,211,974","$310,650,574"
382,2010,Megamind,Paramount…,"$148,415,853","$173,471,355","$321,887,208"
383,2012,Hotel Transylvania,Sony Pict…,"$148,313,048","$230,192,764","$378,505,812"
384,2006,Talladega Nights: The Ballad of Ricky Bobby,Sony Pict…,"$148,213,377","$14,657,148","$162,870,525"
385,1984,Gremlins,Warner Bros.,"$148,168,459","$244,403","$148,412,862"
386,2008,Gran Torino,Warner Bros.,"$148,095,302","$126,447,783","$274,543,085"
387,1989,Lethal Weapon 2,Warner Bros.,"$147,253,986","$80,046,014","$227,300,000"
388,2017,War for the Planet of the Apes,20th Cent…,"$146,880,162","$342,712,105","$489,592,267"
389,2011,X-Men: First Class,20th Cent…,"$146,408,305","$209,000,000","$355,408,305"
390,2009,Paul Blart: Mall Cop,Sony Pict…,"$146,336,178","$39,568,572","$185,904,750"
391,1994,True Lies,20th Cent…,"$146,282,411","$219,017,589","$365,300,000"
392,2002,Lilo & Stitch,Walt Disney,"$145,771,527","$100,028,473","$245,800,000"
393,2018,The Meg,Warner Bros.,"$145,443,742","$384,086,973","$529,530,715"
394,2001,American Pie 2,Universal,"$145,096,820","$141,403,180","$286,500,000"
395,2009,Taken,20th Cent…,"$145,000,989","$81,940,596","$226,941,585"
396,2013,The Great Gatsby,Warner Bros.,"$144,840,419","$208,800,000","$353,640,419"
397,1994,The Santa Clause,Walt Disney,"$144,833,357","$44,966,643","$189,800,000"
398,2004,"I, Robot",20th Cent…,"$144,801,023","$203,828,562","$348,629,585"
399,1992,Lethal Weapon 3,Warner Bros.,"$144,731,527","$174,968,473","$319,700,000"
400,2001,The Fast and the Furious,Universal,"$144,512,310","$62,000,000","$206,512,310"
401,1998,Doctor Dolittle,20th Cent…,"$144,156,605","$150,000,000","$294,156,605"
402,2008,Mamma Mia!,Universal,"$144,130,063","$471,618,709","$615,748,772"
403,2019,Pokémon: Detective Pikachu,Warner Bros.,"$144,105,346","$285,579,676","$429,685,022"
404,2011,Rio,20th Cent…,"$143,619,809","$343,900,000","$487,519,809"
405,2016,Kung Fu Panda 3,20th Cent…,"$143,528,619","$374,070,523","$517,599,142"
406,2007,Juno,Fox Searc…,"$143,495,265","$87,954,837","$231,450,102"
407,2008,Marley & Me,20th Cent…,"$143,153,751","$104,658,260","$247,812,011"
408,2011,The Smurfs,Sony Pict…,"$142,614,158","$421,135,165","$563,749,323"
409,2019,Once Upon a Time…in Hollywood,Sony Pict…,"$142,137,493","$228,914,274","$371,051,767"
410,2002,xXx,Sony Pict…,"$141,930,000","$125,270,000","$267,200,000"
411,1967,The Jungle Book,Walt Disney,"$141,843,000",,"$141,843,000"
412,2008,The Chronicles of Narnia: Prince Caspian,Walt Disney,"$141,621,490","$275,719,798","$417,341,288"
413,1978,National Lampoon's Animal House,Universal,"$141,600,000",,"$141,600,000"
414,1995,Pocahontas,Walt Disney,"$141,579,773","$205,520,227","$347,100,000"
415,1992,A Few Good Men,Sony Pict…,"$141,340,178","$95,159,822","$236,500,000"
416,2008,Slumdog Millionaire,Fox Searc…,"$141,330,703","$243,199,737","$384,530,440"
417,1998,Rush Hour,New Line,"$141,186,864","$104,113,136","$245,300,000"
418,1999,The Blair Witch Project,Artisan,"$140,539,099","$107,760,901","$248,300,000"
419,1998,Deep Impact,Paramount…,"$140,464,664","$209,000,000","$349,464,664"
420,2019,Shazam!,Warner Bros.,"$140,371,656","$223,292,877","$363,664,533"
421,2018,Ocean’s 8,Warner Bros.,"$140,218,711","$156,897,265","$297,115,976"
422,2007,Rush Hour 3,New Line,"$140,125,968","$116,459,914","$256,585,882"
423,1989,Look Who's Talking,Sony Pict…,"$140,088,813","$157,011,187","$297,100,000"
424,1999,Stuart Little,Sony Pict…,"$140,015,224","$158,800,000","$298,815,224"
425,2012,Taken 2,20th Cent…,"$139,854,287","$237,953,117","$377,807,404"
426,1992,Sister Act,Walt Disney,"$139,605,150","$91,994,850","$231,600,000"
427,1977,Saturday Night Fever,Paramount…,"$139,486,124","$142,913,876","$282,400,000"
428,2003,The Matrix Revolutions,Warner Bros.,"$139,270,910","$288,029,350","$427,300,260"
429,2002,The Santa Clause 2,Walt Disney,"$139,225,854","$33,600,000","$172,825,854"
430,2010,The King’s Speech,Weinstein…,"$138,797,449","$292,023,719","$430,821,168"
431,2003,Cheaper by the Dozen,20th Cent…,"$138,614,544","$51,597,569","$190,212,113"
432,2003,Bad Boys II,Sony Pict…,"$138,540,870","$134,731,112","$273,271,982"
433,2012,21 Jump Street,Sony Pict…,"$138,447,667","$64,364,762","$202,812,429"
434,1997,Good Will Hunting,Miramax,"$138,433,435","$87,492,554","$225,925,989"
435,2017,Split,Universal,"$138,141,585","$140,823,221","$278,964,806"
436,1986,Platoon,Orion Pic…,"$137,963,328","$15,067","$137,978,395"
437,2009,Disney’s A Christmas Carol,Walt Disney,"$137,855,863","$177,853,834","$315,709,697"
438,2000,Dinosaur,Walt Disney,"$137,748,063","$218,400,000","$356,148,063"
439,2018,Ready Player One,Warner Bros.,"$137,690,172","$441,599,964","$579,290,136"
440,2013,The Conjuring,Warner Bros.,"$137,400,141","$180,600,000","$318,000,141"
441,2006,Click,Sony Pict…,"$137,355,633","$100,329,456","$237,685,089"
442,1999,The Green Mile,Warner Bros.,"$136,801,374","$153,900,000","$290,701,374"
443,1996,Ransom,Walt Disney,"$136,492,681","$172,207,319","$308,700,000"
444,1998,Godzilla,Sony Pict…,"$136,314,294","$239,685,706","$376,000,000"
445,1996,101 Dalmatians,Walt Disney,"$136,189,294","$168,010,706","$304,200,000"
446,2012,Argo,Warner Bros.,"$136,025,503","$91,115,254","$227,140,757"
447,2003,Anger Management,Sony Pict…,"$135,560,942","$60,100,000","$195,660,942"
448,2005,Chicken Little,Walt Disney,"$135,386,665","$174,657,158","$310,043,823"
449,1990,Teenage Mutant Ninja Turtles,New Line,"$135,265,915","$66,734,085","$202,000,000"
450,1998,Patch Adams,Universal,"$135,014,968","$67,158,032","$202,173,000"
451,1972,The Godfather,Paramount…,"$134,966,411","$133,533,589","$268,500,000"
452,2008,The Incredible Hulk,Universal,"$134,806,913","$130,766,946","$265,573,859"
453,2007,Live Free or Die Hard,20th Cent…,"$134,529,403","$247,758,744","$382,288,147"
454,2008,Wanted,Universal,"$134,508,551","$207,907,909","$342,416,460"
455,2013,Identity Thief,Universal,"$134,506,920","$40,854,658","$175,361,578"
456,1978,Superman,Warner Bros.,"$134,218,018","$165,981,982","$300,200,000"
457,2014,Ride Along,Universal,"$134,202,565","$19,531,235","$153,733,800"
458,1996,The Rock,Walt Disney,"$134,069,511","$202,000,000","$336,069,511"
459,2013,Grown Ups 2,Sony Pict…,"$133,668,525","$113,355,283","$247,023,808"
460,2006,Mission: Impossible III,Paramount…,"$133,501,348","$265,886,397","$399,387,745"
461,2009,Angels & Demons,Sony Pict…,"$133,375,846","$357,500,000","$490,875,846"
462,2004,Troy,Warner Bros.,"$133,298,577","$350,862,688","$484,161,265"
463,2011,Alvin and the Chipmunks: Chipwrecked,20th Cent…,"$133,107,389","$215,981,134","$349,088,523"
464,2003,Bringing Down the House,Walt Disney,"$132,675,402","$32,000,000","$164,675,402"
465,2013,The Wolverine,20th Cent…,"$132,556,852","$283,900,000","$416,456,852"
466,2017,Wonder,Lionsgate,"$132,422,809","$172,181,903","$304,604,712"
467,2006,The Departed,Warner Bros.,"$132,384,315","$157,276,304","$289,660,619"
468,2003,Hulk,Universal,"$132,177,234","$112,898,200","$245,075,434"
469,2012,Silver Linings Playbook,Weinstein…,"$132,092,958","$104,319,495","$236,412,453"
470,2002,Minority Report,20th Cent…,"$132,024,714","$226,800,000","$358,824,714"
471,2007,Fantastic Four: Rise of the Silver Surfer,20th Cent…,"$131,921,738","$157,558,953","$289,480,691"
472,2010,The Last Airbender,Paramount…,"$131,772,187","$187,941,694","$319,713,881"
473,2014,Rio 2,20th Cent…,"$131,538,435","$361,307,856","$492,846,291"
474,2001,Lara Croft: Tomb Raider,Paramount…,"$131,144,183","$142,186,002","$273,330,185"
475,1991,The Silence of the Lambs,Orion Pic…,"$130,726,716","$145,000,000","$275,726,716"
476,1989,"Honey, I Shrunk the Kids",Walt Disney,"$130,724,172","$91,975,828","$222,700,000"
477,1994,The Flintstones,Universal,"$130,531,208","$227,968,792","$358,500,000"
478,1998,Lethal Weapon 4,Warner Bros.,"$130,444,603","$154,955,397","$285,400,000"
479,2008,Get Smart,Warner Bros.,"$130,319,208","$96,420,208","$226,739,416"
480,2015,The Divergent Series: Insurgent,Lionsgate,"$130,179,072","$164,896,810","$295,075,882"
481,2015,The Peanuts Movie,20th Cent…,"$130,178,411","$119,913,199","$250,091,610"
482,2017,Transformers: The Last Knight,Paramount…,"$130,168,683","$472,724,657","$602,893,340"
483,2007,American Gangster,Universal,"$130,164,645","$137,820,811","$267,985,456"
484,1999,American Beauty,Dreamwork…,"$130,058,047","$226,200,000","$356,258,047"
485,1982,An Officer and a Gentleman,Paramount…,"$129,795,554",,"$129,795,554"
486,2002,The Ring,Dreamwork…,"$129,094,024","$119,124,462","$248,218,486"
487,1996,The Nutty Professor,Universal,"$128,814,019","$145,000,000","$273,814,019"
488,2006,Borat,20th Cent…,"$128,505,958","$132,937,284","$261,443,242"
489,2016,Ghostbusters,Sony Pict…,"$128,350,574","$100,658,084","$229,008,658"
490,2015,Kingsman: The Secret Service,20th Cent…,"$128,261,724","$276,300,000","$404,561,724"
491,2005,Robots,20th Cent…,"$128,200,012","$132,500,000","$260,700,012"
492,1988,Coming to America,Paramount…,"$128,152,301","$160,647,699","$288,800,000"
493,2000,"Crouching Tiger, Hidden Dragon",Sony Pict…,"$128,067,808","$85,446,864","$213,514,672"
494,2010,Shutter Island,Paramount…,"$128,012,934","$171,448,848","$299,461,782"
495,2014,Into the Woods,Walt Disney,"$128,002,372","$85,114,029","$213,116,401"
496,1985,Rocky IV,MGM,"$127,873,716","$172,500,000","$300,373,716"
497,2007,Enchanted,Walt Disney,"$127,706,877","$212,677,264","$340,384,141"
498,2008,The Curious Case of Benjamin Button,Paramount…,"$127,509,326","$202,122,632","$329,631,958"
499,2016,Central Intelligence,Warner Bros.,"$127,440,871","$89,753,934","$217,194,805"
500,2013,Anchorman 2: The Legend Continues,Paramount…,"$127,413,176","$44,833,047","$172,246,223"
501,2002,Sweet Home Alabama,Walt Disney,"$127,214,072","$55,151,042","$182,365,114"
502,2018,Bumblebee,Paramount…,"$127,195,589","$338,000,000","$465,195,589"
503,1994,Dumb & Dumber,New Line,"$127,175,374","$119,224,626","$246,400,000"
504,2003,2 Fast 2 Furious,Universal,"$127,120,058","$109,290,549","$236,410,607"
505,2011,Super 8,Paramount…,"$127,004,179","$130,968,566","$257,972,745"
506,1999,The World is Not Enough,MGM,"$126,930,660","$234,800,000","$361,730,660"
507,1997,My Best Friend's Wedding,Sony Pict…,"$126,813,153","$172,110,266","$298,923,419"
508,1977,Smokey and the Bandit,Universal,"$126,737,428",,"$126,737,428"
509,1993,Sleepless in Seattle,Sony Pict…,"$126,680,884","$101,218,442","$227,899,326"
510,2016,The Legend of Tarzan,Warner Bros.,"$126,643,061","$222,258,964","$348,902,025"
511,2007,Bee Movie,Paramount…,"$126,631,277","$160,963,300","$287,594,577"
512,2014,Lucy,Universal,"$126,573,960","$330,933,816","$457,507,776"
513,2012,Prometheus,20th Cent…,"$126,477,084","$275,971,181","$402,448,265"
514,2002,Mr. Deeds,Sony Pict…,"$126,293,452","$44,976,083","$171,269,535"
515,2012,Safe House,Universal,"$126,181,630","$82,360,532","$208,542,162"
516,1985,The Dream is Alive,IMAX Films,"$125,900,000",,"$125,900,000"
517,1998,The Truman Show,Paramount…,"$125,618,201","$138,500,000","$264,118,201"
518,2000,Erin Brockovich,Universal,"$125,548,685","$132,256,558","$257,805,243"
519,2004,Ocean's Twelve,Warner Bros.,"$125,531,634","$237,457,442","$362,989,076"
520,2009,Terminator Salvation,Warner Bros.,"$125,322,469","$240,169,323","$365,491,792"
521,2000,Charlie's Angels,Sony Pict…,"$125,305,545","$134,430,545","$259,736,090"
522,1997,Tomorrow Never Dies,MGM,"$125,304,276","$214,200,000","$339,504,276"
523,2013,Lone Survivor,Universal,"$125,095,601","$24,709,031","$149,804,632"
524,2016,Sully,Warner Bros.,"$125,070,033","$113,454,523","$238,524,556"
525,1982,Rocky III,MGM,"$125,049,125",,"$125,049,125"
526,2012,The Vow,Sony Pict…,"$125,014,030","$72,604,130","$197,618,160"
527,2012,Life of Pi,20th Cent…,"$124,987,022","$495,924,981","$620,912,003"
528,2014,The Fault in Our Stars,20th Cent…,"$124,872,350","$182,294,484","$307,166,834"
529,2009,Cloudy with a Chance of Meatballs,Sony Pict…,"$124,870,275","$111,957,402","$236,827,677"
530,2006,The Devil Wears Prada,20th Cent…,"$124,740,460","$201,332,695","$326,073,155"
531,2003,Something's Gotta Give,Sony Pict…,"$124,685,242","$142,000,000","$266,685,242"
532,2000,Traffic,USA Films,"$124,107,476","$84,192,524","$208,300,000"
533,1996,The Birdcage,MGM,"$124,060,553","$57,700,000","$181,760,553"
534,1991,City Slickers,Sony Pict…,"$124,033,791",,"$124,033,791"
